company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
NOMINA CORPORATE PARTNER CHART LIMITED,09136393,Active,Private limited company,,,2014-07-17,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NOMINA CORPORATE PARTNER NO 430 LIMITED,09136323,Active,Private limited company,,,2014-07-17,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
VANTAGE FINANCIAL SOLUTIONS LIMITED,SC330629,Active,Private limited company,,,2007-09-08,,,65110 65201,"Iais Level One 211 Dumbarton Road Glasgow G11 6AA "
BUSINESS ADVISORY AND SUPPORT SERVICES LTD,12694264,Active,Private limited company,,,2020-06-24,,,64999 65110 65202 66220,27 Little Meadow Loughton Milton Keynes MK5 8EH United Kingdom
VS ASSOCIATES LIMITED,07714600,Active,Private limited company,,,2011-07-22,,,65110,"26 Olivia Road Brampton Huntingdon PE28 4RP "
NOMINA CORPORATE PARTNER NO 452 LIMITED,15112550,Active,Private limited company,,,2023-09-04,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1387) LIMITED,14335797,Active,Private limited company,,,2022-09-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ARNO UTG LIMITED,08679363,Active,Private limited company,,,2013-09-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1117) LIMITED,08679396,Active,Private limited company,,,2013-09-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ALTAIR FINANCIAL PLANNING LTD,11098076,Active,Private limited company,,,2017-12-06,,,65110 65300,89 Wynchgate London N14 6RJ England
HR WILSON ASSOCIATES LTD,NI613176,Active,Private limited company,,,2012-06-13,,,65110 65300,"5 Church Street Ballymoney BT53 6HS "
INTERFACE FINANCIAL PLANNING LIMITED,02644317,Active,Private limited company,,,1991-09-10,,,64999 65110 65120 74909,"122 Hamstead Hall Road Handsworth Wood Birmingham B20 1JB "
AMBER NEWCO LIMITED,13894218,Active,Private limited company,,,2022-02-04,,,65110,2 Minster Court Mincing Lane London EC3R 7PD England
PROTECT YOUR LOVED ONES LIMITED,08810641,Active,Private limited company,,,2013-12-11,,,65110,7a Woodthorpe Lane Sandal Wakefield WF2 6JG England
F&K REPATRIATION LTD,15141619,Active,Private limited company,,,2023-09-15,,,65110 86900 87900 96030,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
NESS WGS LIMITED,03441092,Active,Private limited company,,,1997-09-29,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
M HUNTER & CO LIMITED,02906733,Active,Private limited company,,,1994-03-09,,,64999 65110 82110,29 Saxon Road Birkdale Southport PR8 2AX England
DEVON DIRECT INSURANCE SERVICES LIMITED,05037934,Active,Private limited company,,,2004-02-09,,,65110 65120,"30 Southdown Avenue Brixham TQ5 0AN "
MORTGAGE ADVISE LTD,12308947,Active,Private limited company,,,2019-11-11,,,64922 65110 66220,"Unit 2, Hadfield House Gordon Street Stockport SK4 1RR England"
LAMONT WEALTH MANAGEMENT LIMITED,15125616,Active,Private limited company,,,2023-09-08,,,64922 65110 65120 66220,98 Hamilton Road Great Yarmouth NR30 4LY United Kingdom
AAB WEALTH LIMITED,SC386504,Active,Private limited company,,,2010-10-05,,,64999 65110 66190,"Kingshill View, Kingswells Causeway Prime Four Business Park Kingswells Aberdeen AB15 8PU United Kingdom"
NAMECO (NO. 1150) LIMITED,08926653,Active,Private limited company,,,2014-03-06,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1207) LIMITED,08953498,Active,Private limited company,,,2014-03-21,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
DANESTONE MORTGAGE & FINANCIAL SERVICES LTD,SC688903,Active,Private limited company,,,2021-02-11,,,64922 65110 65120,22 Laverock Braes Road Grandhome Aberdeen AB22 9AE Scotland
NAMECO (NO. 1197) LIMITED,08952867,Active,Private limited company,,,2014-03-21,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
LSALMON ADVISORY LTD,13170819,Active,Private limited company,,,2021-02-01,,,65110,42 Arthur Martin-Leake Way High Cross Ware SG11 1BQ England
R & G FINANCIAL SERVICES LTD,SC238567,Active,Private limited company,,,2002-10-23,,,65110,"57 Townhead Kirkintilloch Glasgow G66 1NN "
NAMECO (NO. 1206) LIMITED,08953417,Active,Private limited company,,,2014-03-21,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
INTER COUNTY INSURANCE SERVICES LIMITED,06413514,Active,Private limited company,,,2007-10-31,,,65110,"September Cottage, Beaconsfield Road, Chelwood Gate Haywards Heath RH17 7LE "
PROTECTEVERYTHING LTD,11469616,Active,Private limited company,,,2018-07-18,,,65110,8 Spur Road Cosham Portsmouth PO6 3EB England
COVER MY LIFE LIMITED,11489414,Active,Private limited company,,,2018-07-30,,,65110,"Unit 212, Vanilla Factory 39 Fleet Street Liverpool L1 4AR England"
REBECCA ROSE FINANCE LTD,15251671,Active,Private limited company,,,2023-11-01,,,64922 65110 66220,78 Warwick Road Middleton Manchester M24 1HX England
PENLIFE LIMITED,07249016,Active,Private limited company,,,2010-05-11,,,64999 65110 65300,11 Old Priory Court Nunnery Lane York YO23 1PJ England
MRPR CONSULTING LTD,11275788,Active,Private limited company,,,2018-03-26,,,65110,5 Sherringham Close Fawley Southampton SO45 1SQ United Kingdom
SANCO GLOBAL MORTGAGE & FINANCIAL SERVICES LTD,11840612,Active,Private limited company,,,2019-02-21,,,64922 65110,5 Pembroke Place Pembroke Place Edgware HA8 6EP England
HOLLEY PROTECT LIMITED,07415957,Active,Private limited company,,,2010-10-22,,,65110 65201,"5 Greensbury Farm Barns Thurleigh Road Bolnhurst MK44 2ET "
DAVID DORN LIMITED,11254121,Active,Private limited company,,,2018-03-14,,,65110,74 Oakwell Court Hamsterley Colliery Newcastle Upon Tyne NE17 7BE United Kingdom
CAPITA LIFE & PENSIONS SERVICES LIMITED,04359665,Active,Private limited company,,,2002-01-24,,,65110,"First Floor, 2 Kingdom Street Paddington London W2 6BD England"
REEF FINANCIAL LTD,05785897,Active,Private limited company,,,2006-04-19,,,64999 65110 66190,Shaw Wallace 43 Manchester Street London W1U 7LP England
PPT CONSULTANCY LIMITED,08248038,Active,Private limited company,,,2012-10-10,,,64999 65110 65120 65300,"Beech Court Business Centre Moss Brow Warburton Lymm WA13 9TL "
QUADRILLION WEALTH MANAGEMENT LTD.,07956254,Active,Private limited company,,,2012-02-20,,,64301 64302 65110,"14 Mayfield Road Mobberley Knutsford WA16 7PX "
D.N.P. LIMITED,02443169,Active,Private limited company,,,1989-11-15,,,41100 65110 70229,3rd Floor Lawford House Albert Place London N3 1QA United Kingdom
HOME MORTGAGE BROKERS LTD,13233944,Active,Private limited company,,,2021-03-01,,,64922 65110 65120 66220,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
KILWAUGHTER CONSULTANTS LTD.,SC351701,Active,Private limited company,,,2008-11-24,,,65110 65300,"8 Craigleith View Edinburgh EH4 3JZ "
ALLEGRO MORTGAGES LIMITED,11654133,Active,Private limited company,,,2018-11-01,,,64999 65110 65120,Suite 87 Milton Keynes Business Centre Foxhunter Drive Linford Wood Milton Keynes MK14 6GD England
TWO FOUR ONE LIMITED,03637795,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,3 Castlegate Grantham NG31 6SF England
SPECTRUM MORTGAGES & PROTECTION LTD,NI648417,Active,Private limited company,,,2017-10-02,,,65110,Suite 1 Davidson House Glenavy Road Moira Craigavon BT67 0LT Northern Ireland
AMOUNDERNESS INSURANCE SERVICES LIMITED,07155331,Active,Private limited company,,,2010-02-11,,,65110,"9 Chapel Street Poulton-Le-Fylde FY6 7BQ "
DAVID MUNRO FINANCIAL SERVICES LIMITED,SC350315,Active,Private limited company,,,2008-10-23,,,65110 65201,"31 Duart Avenue Prestwick KA9 1NA "
R.P.W. LIMITED,05575683,Active,Private limited company,,,2005-09-27,,,65110,12 New Pond Road Holmer Green High Wycombe HP15 6SX England
CAPITAL MORTGAGE PROTECTION LTD,14680980,Active,Private limited company,,,2023-02-22,,,64922 65110,Worting House Church Lane Basingstoke RG23 8PY United Kingdom
PREMIER PROTECT LIMITED,07098001,Active,Private limited company,,,2009-12-08,,,65110,"Coppice House Halesfield 7 Telford TF7 4NA "
INSUROO LTD,11678027,Active,Private limited company,,,2018-11-14,,,65110 65120 66220 66290,"124-128 City Road London EC1V 2NX "
COLIN CHADBURN FINANCIAL PLANNING LTD,11937140,Active,Private limited company,,,2019-04-10,,,64999 65110 65300,Unit 20 Fall Bank Industrial Estate Dodworth Barnsley S75 3LS England
SL FINANCIAL LTD,15255178,Active,Private limited company,,,2023-11-02,,,64922 65110 66220,34 Y Ffordd Wen Aberbargoed Bargoed CF81 9EE Wales
COLUMBUS FIFTY EIGHT LTD,NI676469,Active,Private limited company,,,2021-02-15,,,65110,"9 Bracken Ridge Hillsborough Road Dromore BT25 1QF "
PROVIDENT WEALTH FS LIMITED,08255207,Active,Private limited company,,,2012-10-16,,,64302 65110 65300,"11 The Courtyard Shendish Hemel Hempstead HP3 0AS "
FAMILY FIRST PROTECTION LTD,10904021,Active,Private limited company,,,2017-08-08,,,65110,7 Stonechat Rise Morley Leeds LS27 8GW England
C J FINANCIAL KENT LTD,08251471,Active,Private limited company,,,2012-10-12,,,65110 65300 70221,103 Sir John Fogge Avenue Ashford TN23 3TJ England
ASTRELLE INSURANCE SERVICES LIMITED,02208985,Active,Private limited company,,,1987-12-29,,,65110 65120,"85,Haydn Road Sherwood Nottingham NG5 2LA "
BUMPERCO LIMITED,13192191,Active,Private limited company,,,2021-02-10,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1217) LIMITED,09029175,Active,Private limited company,,,2014-05-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1090) LIMITED,08599442,Active,Private limited company,,,2013-07-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
R4MORTGAGES LTD,12431726,Active,Private limited company,,,2020-01-29,,,64922 65110,103 Dartnell Park Road West Byfleet KT14 6QE England
NAMECO (NO. 1082) LIMITED,08591844,Active,Private limited company,,,2013-07-01,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
CNB WEALTH MANAGEMENT LIMITED,SC750486,Active,Private limited company,,,2022-11-15,,,65110 65201 65300,19 Glasgow Road Paisley PA1 3QX United Kingdom
NAMECO 1119 CORYLUS LIMITED,08697695,Active,Private limited company,,,2013-09-19,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1309) LIMITED,10710065,Active,Private limited company,,,2017-04-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1215) LIMITED,08959837,Active,Private limited company,,,2014-03-26,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
AMELIA & ISLA LTD,15545836,Active,Private limited company,,,2024-03-07,,,64922 65110 68100,14 Edgecote Great Holm Milton Keynes MK8 9ER England
BLUE MOON MORTGAGES LIMITED,05588223,Active,Private limited company,,,2005-10-10,,,64999 65110 65120,42 High Street Irthlingborough Wellingborough NN9 5TN England
NAMECO (NO. 1013) LIMITED,07386416,Active,Private limited company,,,2010-09-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
CITY INVESTMENT & INSURANCE SERVICES LIMITED,05559187,Active,Private limited company,,,2005-09-09,,,65110 65201 66290,"251 Tulketh Brow Ashton-On-Ribble Preston PR2 2JH "
EXECUTIVE LIFE LIMITED,13876417,Active,Private limited company,,,2022-01-27,,,65110,Unit 6 Birchy Cross Business Centre Broad Lane Tanworth-In-Arden Solihull B94 5DN England
COMPETITIVE MORTGAGES AND FINANCIAL SERVICES LTD,04781360,Active,Private limited company,,,2003-05-30,,,64999 65110 65120,14 Wellmeadow Road London W7 2AL England
REFRESH FINANCIAL SERVICES LTD,NI606845,Active,Private limited company,,,2011-03-29,,,64999 65110 65120,"Milltown House Milltown Ind Estate Warrenpoint Newry BT34 3FN "
V FINANCIAL SERVICES LIMITED,11587095,Active,Private limited company,,,2018-09-25,,,65110 66290,28 Little Avenue Swindon SN2 1NL England
NAMECO (NO.217) LIMITED,03637166,Active,Private limited company,,,1998-09-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.46) LIMITED,03431103,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1007) LIMITED,07377187,Active,Private limited company,,,2010-09-15,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1131) LIMITED,08706023,Active,Private limited company,,,2013-09-25,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
RIDLEY FINANCIAL ADVISERS LIMITED,06713237,Active,Private limited company,,,2008-10-02,,,64999 65110 66190,"12 Chestnut Close Evesham WR11 2PA "
NAMECO (NO. 1097) LIMITED,08635482,Active,Private limited company,,,2013-08-02,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1295) LIMITED,10127156,Active,Private limited company,,,2016-04-15,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 990) LIMITED,07209241,Active,Private limited company,,,2010-03-31,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 987) LIMITED,07209150,Active,Private limited company,,,2010-03-31,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 989) LIMITED,07209185,Active,Private limited company,,,2010-03-31,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 44) LIMITED,03431249,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
1.618 ADVISORY SERVICES UK LIMITED,09289491,Active,Private limited company,,,2014-10-31,,,65110 66220,Kemp House City Road London EC1V 2NX England
NAMECO (NO. 1158) LIMITED,08934051,Active,Private limited company,,,2014-03-11,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
TANNER FINANCIAL SERVICES LTD,12311138,Active,Private limited company,,,2019-11-12,,,64922 65110,The Laurels Brittens Hill Paulton Bristol BS39 7PG United Kingdom
NAMECO (NO.93) LIMITED,03440566,Active,Private limited company,,,1997-09-26,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.304) LIMITED,03846479,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
MERCURY UTG LIMITED,08936000,Active,Private limited company,,,2014-03-12,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1006) LIMITED,07377200,Active,Private limited company,,,2010-09-15,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.219) LIMITED,03637222,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1093) LIMITED,08603851,Active,Private limited company,,,2013-07-10,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.60) LIMITED,03431185,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 992) LIMITED,07352639,Active,Private limited company,,,2010-08-20,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.206) LIMITED,03637173,Active,Private limited company,,,1998-09-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
YOUR FUTURE YOUR MONEY LIMITED,09336823,Active,Private limited company,,,2014-12-02,,,65110,Suite 31 Crowood House Gipsy Lane Swindon SN2 8YY England
AVERY KNIGHTS FINANCIAL SOLUTIONS LTD,09399383,Active,Private limited company,,,2015-01-21,,,65110 65120 66220,32 Showell Lane Wolverhampton WV4 4TT England
GO TO INSURE LIMITED,08716258,Active,Private limited company,,,2013-10-03,,,65110,"The White House Hockliffe Street Leighton Buzzard LU7 1HD "
INVEST ASSET MANAGEMENT LTD,11261985,Active,Private limited company,,,2018-03-19,,,65110 66220,First Floor Dean House 193 High Street Ponders End London EN3 4EA United Kingdom
BUSINESS PROTECTION SOLUTIONS (UK) LIMITED,NI605027,Active,Private limited company,,,2010-11-08,,,65110,Suite 2 Davidson House 20 Glenavy Road Moira Craigavon BT67 0LT Northern Ireland
PAB FINANCIAL SERVICES LIMITED,09478153,Active,Private limited company,,,2015-03-09,,,64999 65110,Cherry Cottage Holdrop Hill Headley Thatcham RG19 8LJ England
GLI SCOTLAND LTD,SC626438,Active,Private limited company,,,2019-04-02,,,65110,6 Greenan Place Ayr KA7 4ER Scotland
ACSN LTD,11760914,Active,Private limited company,,,2019-01-10,,,65110,Thompson & Balch 15 Towcester Road Old Stratford Milton Keynes MK19 6AN United Kingdom
M J WEARN FINANCIAL SERVICES LIMITED,10640937,Active,Private limited company,,,2017-02-27,,,65110,18 Grange Road Stanwick Wellingborough NN9 6PZ England
LMR FINANCIAL SERVICES LIMITED,10447898,Active,Private limited company,,,2016-10-26,,,65110,C/O Apc Accountancy 73 Gilkes Street Middlesbrough TS1 5EH United Kingdom
INDEPENDENT FINANCIAL PLANNING (ANGLIA) LTD,05354999,Active,Private limited company,,,2005-02-07,,,64999 65110,7 Chase Avenue Walton Park Milton Keynes MK7 7HG England
HRI INVESTMENTS LIMITED,02905291,Active,Private limited company,,,1994-03-07,,,64999 65110 65120 65300,"Gable House 18 - 24, Turnham Green Terrace London W4 1QP England"
"O'DELL, WALTON & PARTNERS LIMITED",02292054,Active,Private limited company,,,1988-09-01,,,65110,"1-3 Waverley Street Nottingham NG7 4HG "
MORTGAGEWISE (SCOTLAND) LTD,SC637991,Active,Private limited company,,,2019-08-05,,,64922 65110,53 Moss Street Paisley PA1 1DR Scotland
BURNS MURPHY ASSOCIATES LIMITED,NI051996,Active,Private limited company,,,2004-10-08,,,65110,"17 Meeting Street Magherafelt BT45 6BN "
THE MONEY CONSULTANCY LIMITED,07811514,Active,Private limited company,,,2011-10-17,,,64999 65110,"C9 Glyme Court, Oxford Office Village Langford Lane Kidlington OX5 1LQ England"
MICHELLE'S MORTGAGE SOLUTIONS LTD,12261844,Active,Private limited company,,,2019-10-15,,,64922 65110,69 Sir Isaac Newton Drive Wyberton Boston PE21 7SG United Kingdom
